unit_id,section_id,col_id,project_id,col_area,unit_name,strat_name_id,Mbr,Fm,Gp,SGp,t_age,b_age,max_thick,min_thick,outcrop,pbdb_collections,pbdb_occurrences
276,66,13,1,6650.055,"Sequatchie Fm",1864,"","Sequatchie","","",443.8,449.25,61,0,"both",0,0
22335,6207,768,1,94827.734,"Churchill River",7918,"","","Churchill River","",443.8,451,0,0,"",0,0
13787,3661,462,1,33541.77,"Vinini Fm",2210,"","Vinini","","",443.8,483.475,1000,0,"surface",30,331
1600,203,44,1,10930.05,"Undifferentiated",,"","","","",443.8,450,190,123,"subsurface",0,0
35628,8967,1549,1,7141.169,"Allen Bay Fm",3176,"","Allen Bay","","",443.8,449.25,100,100,"",0,0
992,133,27,1,2773.593,"Juniata Fm",999,"","Juniata","","",443.8,449.25,85,0,"surface",0,0
13698,3635,461,1,26235.342,"Aura Fm",83,"","Aura","","",443.8,485.4,1200,0,"surface",0,0
38632,10088,1683,8,53352.102,"Iapo Fm",101378,"","Iapo","Rio Ivai","",443.8,447.15,45,15,"",0,0
34900,8785,1513,1,11711.186,"Allen Bay Fm",3176,"","Allen Bay","","",443.8,449.25,150,150,"",0,0
5853,1374,171,1,7606.732,"Sequatchie Fm",1864,"","Sequatchie","","",443.8,449,15,0,"subsurface",0,0
8143,2064,305,1,20502.52,"Juniata Fm",999,"","Juniata","","",443.8,447.7333,350,0,"surface",0,0
5839,1367,169,1,19764.816,"Sequatchie Fm",1864,"","Sequatchie","","",443.8,449,8,0,"subsurface",0,0
1536,192,43,1,3578.157,"Juniata Fm",999,"","Juniata","","",443.8,448.05,76,61,"surface",0,0
543,86,18,1,12817.529,"Drakes Fm",556,"","Drakes","","",443.8,446.15,18,6,"both",4,6
